Date,Index,Country,Close,Currency
2002-01-10,bovespa,brazil,13587.49,BRL
2002-01-13,bovespa,brazil,13121.72,BRL
2002-01-14,bovespa,brazil,13010.53,BRL
2002-01-15,bovespa,brazil,13083.72,BRL
2002-01-16,bovespa,brazil,13336.73,BRL
2002-01-17,bovespa,brazil,13372.65,BRL
2002-01-20,bovespa,brazil,13154.56,BRL
2002-01-21,bovespa,brazil,13003.93,BRL
2002-01-22,bovespa,brazil,13232.14,BRL
2002-01-23,bovespa,brazil,13162.26,BRL
2002-01-27,bovespa,brazil,13001.88,BRL
2002-01-28,bovespa,brazil,12501.06,BRL
2002-01-29,bovespa,brazil,12532.33,BRL
2002-01-30,bovespa,brazil,12721.45,BRL
2002-01-31,bovespa,brazil,12658.66,BRL
2002-02-03,bovespa,brazil,12512.55,BRL
2002-02-04,bovespa,brazil,12747.51,BRL
2002-02-05,bovespa,brazil,12750.97,BRL
2002-02-06,bovespa,brazil,12683.67,BRL
2002-02-07,bovespa,brazil,12597.86,BRL
2002-02-12,bovespa,brazil,12960.67,BRL
2002-02-13,bovespa,brazil,13245.06,BRL
2002-02-14,bovespa,brazil,13229.51,BRL
2002-02-17,bovespa,brazil,13121.71,BRL
2002-02-18,bovespa,brazil,12991.5,BRL
2002-02-19,bovespa,brazil,13302.8,BRL
2002-02-20,bovespa,brazil,13530.24,BRL
2002-02-21,bovespa,brazil,13562.99,BRL
2002-02-24,bovespa,brazil,13977.6,BRL
2002-02-25,bovespa,brazil,13963.6,BRL
2002-02-26,bovespa,brazil,14212.12,BRL
2002-02-27,bovespa,brazil,14033.29,BRL
2002-02-28,bovespa,brazil,14343.24,BRL
2002-03-03,bovespa,brazil,14471.23,BRL
2002-03-04,bovespa,brazil,14011.44,BRL
2002-03-05,bovespa,brazil,13838.72,BRL
2002-03-06,bovespa,brazil,13725.98,BRL
2002-03-07,bovespa,brazil,13961.93,BRL
2002-03-10,bovespa,brazil,13695.77,BRL
2002-03-11,bovespa,brazil,14181.42,BRL
2002-03-12,bovespa,brazil,14244.16,BRL
2002-03-13,bovespa,brazil,14117.29,BRL
2002-03-14,bovespa,brazil,14365.49,BRL
2002-03-17,bovespa,brazil,14244.64,BRL
2002-03-18,bovespa,brazil,14117.81,BRL
2002-03-19,bovespa,brazil,14089.77,BRL
2002-03-20,bovespa,brazil,13717.34,BRL
2002-03-21,bovespa,brazil,13312.38,BRL
2002-03-24,bovespa,brazil,13277.58,BRL
2002-03-25,bovespa,brazil,13569.95,BRL
2002-03-26,bovespa,brazil,13424.72,BRL
2002-03-27,bovespa,brazil,13254.55,BRL
2002-03-31,bovespa,brazil,13467.39,BRL
2002-04-01,bovespa,brazil,13245.19,BRL
2002-04-02,bovespa,brazil,13084.81,BRL
2002-04-03,bovespa,brazil,13360.32,BRL
2002-04-04,bovespa,brazil,13276.32,BRL
2002-04-07,bovespa,brazil,13159.51,BRL
2002-04-08,bovespa,brazil,13195.06,BRL
2002-04-09,bovespa,brazil,13416.12,BRL
2002-04-10,bovespa,brazil,13411.47,BRL
2002-04-11,bovespa,brazil,13750.89,BRL
2002-04-14,bovespa,brazil,13471.96,BRL
2002-04-15,bovespa,brazil,13622.65,BRL
2002-04-16,bovespa,brazil,13732.01,BRL
2002-04-17,bovespa,brazil,13573.15,BRL
2002-04-18,bovespa,brazil,13478.34,BRL
2002-04-21,bovespa,brazil,13224.18,BRL
2002-04-22,bovespa,brazil,13188.03,BRL
2002-04-23,bovespa,brazil,13380.8,BRL
2002-04-24,bovespa,brazil,13272.74,BRL
2002-04-25,bovespa,brazil,13075.54,BRL
2002-04-28,bovespa,brazil,13090.29,BRL
2002-04-29,bovespa,brazil,13085.12,BRL
2002-05-01,bovespa,brazil,12538.24,BRL
2002-05-02,bovespa,brazil,12609.79,BRL
2002-05-05,bovespa,brazil,12430.24,BRL
2002-05-06,bovespa,brazil,12342.46,BRL
2002-05-07,bovespa,brazil,12616.85,BRL
2002-05-08,bovespa,brazil,12101.93,BRL
2002-05-09,bovespa,brazil,12130.14,BRL
2002-05-12,bovespa,brazil,12002.32,BRL
2002-05-13,bovespa,brazil,12204.12,BRL
2002-05-14,bovespa,brazil,12349.58,BRL
2002-05-15,bovespa,brazil,12660.12,BRL
2002-05-16,bovespa,brazil,12699.17,BRL
2002-05-19,bovespa,brazil,12667.75,BRL
2002-05-20,bovespa,brazil,12701.22,BRL
2002-05-21,bovespa,brazil,12367.98,BRL
2002-05-22,bovespa,brazil,12555.72,BRL
2002-05-23,bovespa,brazil,12573.97,BRL
2002-05-26,bovespa,brazil,12698.34,BRL
2002-05-27,bovespa,brazil,12728.18,BRL
2002-05-28,bovespa,brazil,12985.17,BRL
2002-05-30,bovespa,brazil,12861.43,BRL
2002-06-02,bovespa,brazil,12659.48,BRL
2002-06-03,bovespa,brazil,12600.22,BRL
2002-06-04,bovespa,brazil,12589.79,BRL
2002-06-05,bovespa,brazil,12112.58,BRL
2002-06-06,bovespa,brazil,12282.51,BRL
2002-06-09,bovespa,brazil,12599.51,BRL
2002-06-10,bovespa,brazil,12210.49,BRL
2002-06-11,bovespa,brazil,12132.98,BRL
2002-06-12,bovespa,brazil,11962.19,BRL
2002-06-13,bovespa,brazil,11698.95,BRL
2002-06-16,bovespa,brazil,11937.17,BRL
2002-06-17,bovespa,brazil,11821.18,BRL
2002-06-18,bovespa,brazil,11493.18,BRL
2002-06-19,bovespa,brazil,10908.68,BRL
2002-06-20,bovespa,brazil,10397.55,BRL
2002-06-23,bovespa,brazil,10759.08,BRL
2002-06-24,bovespa,brazil,10705.58,BRL
2002-06-25,bovespa,brazil,10690.53,BRL
2002-06-26,bovespa,brazil,11013.32,BRL
2002-06-27,bovespa,brazil,11139.16,BRL
2002-06-30,bovespa,brazil,10892.46,BRL
2002-07-01,bovespa,brazil,10845.63,BRL
2002-07-02,bovespa,brazil,10635.52,BRL
2002-07-03,bovespa,brazil,10655.47,BRL
2002-07-04,bovespa,brazil,10523.65,BRL
2002-07-07,bovespa,brazil,10687.09,BRL
2002-07-09,bovespa,brazil,10555.99,BRL
2002-07-10,bovespa,brazil,10806.45,BRL
2002-07-11,bovespa,brazil,10967.0,BRL
2002-07-14,bovespa,brazil,10633.2,BRL
2002-07-15,bovespa,brazil,10577.81,BRL
2002-07-16,bovespa,brazil,10754.62,BRL
2002-07-17,bovespa,brazil,10812.78,BRL
2002-07-18,bovespa,brazil,10583.15,BRL
2002-07-21,bovespa,brazil,9892.33,BRL
2002-07-22,bovespa,brazil,9745.83,BRL
2002-07-23,bovespa,brazil,9937.38,BRL
2002-07-24,bovespa,brazil,9665.9,BRL
2002-07-25,bovespa,brazil,9217.15,BRL
2002-07-28,bovespa,brazil,9240.47,BRL
2002-07-29,bovespa,brazil,9341.88,BRL
2002-07-30,bovespa,brazil,9762.59,BRL
2002-07-31,bovespa,brazil,9759.64,BRL
2002-08-01,bovespa,brazil,9852.03,BRL
2002-08-04,bovespa,brazil,9469.84,BRL
2002-08-05,bovespa,brazil,9755.08,BRL
2002-08-06,bovespa,brazil,9869.6,BRL
2002-08-07,bovespa,brazil,10315.68,BRL
2002-08-08,bovespa,brazil,9985.77,BRL
2002-08-11,bovespa,brazil,9723.69,BRL
2002-08-12,bovespa,brazil,9444.1,BRL
2002-08-13,bovespa,brazil,9343.04,BRL
2002-08-14,bovespa,brazil,9183.25,BRL
2002-08-15,bovespa,brazil,9526.28,BRL
2002-08-18,bovespa,brazil,9416.73,BRL
2002-08-19,bovespa,brazil,9263.03,BRL
2002-08-20,bovespa,brazil,9437.66,BRL
2002-08-21,bovespa,brazil,9702.58,BRL
2002-08-22,bovespa,brazil,9676.39,BRL
2002-08-25,bovespa,brazil,10097.56,BRL
2002-08-26,bovespa,brazil,10371.98,BRL
2002-08-27,bovespa,brazil,10379.86,BRL
2002-08-28,bovespa,brazil,10455.32,BRL
2002-08-29,bovespa,brazil,10382.2,BRL
2002-09-01,bovespa,brazil,10378.42,BRL
2002-09-02,bovespa,brazil,10135.8,BRL
2002-09-03,bovespa,brazil,9996.86,BRL
2002-09-04,bovespa,brazil,9723.47,BRL
2002-09-05,bovespa,brazil,9716.97,BRL
2002-09-08,bovespa,brazil,9954.36,BRL
2002-09-09,bovespa,brazil,9960.18,BRL
2002-09-10,bovespa,brazil,10182.22,BRL
2002-09-11,bovespa,brazil,10172.54,BRL
2002-09-12,bovespa,brazil,10180.94,BRL
2002-09-15,bovespa,brazil,9831.05,BRL
2002-09-16,bovespa,brazil,9650.08,BRL
2002-09-17,bovespa,brazil,9505.38,BRL
2002-09-18,bovespa,brazil,9372.32,BRL
2002-09-19,bovespa,brazil,9585.48,BRL
2002-09-22,bovespa,brazil,9264.17,BRL
2002-09-23,bovespa,brazil,9148.43,BRL
2002-09-24,bovespa,brazil,9227.69,BRL
2002-09-25,bovespa,brazil,9199.01,BRL
2002-09-26,bovespa,brazil,8715.87,BRL
2002-09-29,bovespa,brazil,8622.54,BRL
2002-09-30,bovespa,brazil,8997.53,BRL
2002-10-01,bovespa,brazil,8820.05,BRL
2002-10-02,bovespa,brazil,9139.88,BRL
2002-10-03,bovespa,brazil,9259.76,BRL
2002-10-06,bovespa,brazil,8863.13,BRL
2002-10-07,bovespa,brazil,8846.53,BRL
2002-10-08,bovespa,brazil,8714.9,BRL
2002-10-09,bovespa,brazil,8866.24,BRL
2002-10-10,bovespa,brazil,8854.85,BRL
2002-10-13,bovespa,brazil,8450.85,BRL
2002-10-14,bovespa,brazil,8506.91,BRL
2002-10-15,bovespa,brazil,8370.88,BRL
2002-10-16,bovespa,brazil,8901.86,BRL
2002-10-17,bovespa,brazil,9022.49,BRL
2002-10-20,bovespa,brazil,9128.03,BRL
2002-10-21,bovespa,brazil,9331.36,BRL
2002-10-22,bovespa,brazil,9840.03,BRL
2002-10-23,bovespa,brazil,9799.16,BRL
2002-10-24,bovespa,brazil,10014.82,BRL
2002-10-27,bovespa,brazil,9573.94,BRL
2002-10-28,bovespa,brazil,9600.76,BRL
2002-10-29,bovespa,brazil,10068.64,BRL
2002-10-30,bovespa,brazil,10167.71,BRL
2002-10-31,bovespa,brazil,10140.05,BRL
2002-11-03,bovespa,brazil,9912.76,BRL
2002-11-04,bovespa,brazil,9861.22,BRL
2002-11-05,bovespa,brazil,9702.76,BRL
2002-11-06,bovespa,brazil,9799.3,BRL
2002-11-07,bovespa,brazil,9860.29,BRL
2002-11-10,bovespa,brazil,9885.65,BRL
2002-11-11,bovespa,brazil,9720.55,BRL
2002-11-12,bovespa,brazil,9763.65,BRL
2002-11-13,bovespa,brazil,9884.27,BRL
2002-11-17,bovespa,brazil,9970.89,BRL
2002-11-18,bovespa,brazil,9971.23,BRL
2002-11-19,bovespa,brazil,10087.57,BRL
2002-11-20,bovespa,brazil,10289.47,BRL
2002-11-21,bovespa,brazil,10404.12,BRL
2002-11-24,bovespa,brazil,10245.5,BRL
2002-11-25,bovespa,brazil,10131.69,BRL
2002-11-26,bovespa,brazil,10226.44,BRL
2002-11-27,bovespa,brazil,10239.18,BRL
2002-11-28,bovespa,brazil,10508.81,BRL
2002-12-01,bovespa,brazil,10673.79,BRL
2002-12-02,bovespa,brazil,10662.83,BRL
2002-12-03,bovespa,brazil,10640.11,BRL
2002-12-04,bovespa,brazil,10413.09,BRL
2002-12-05,bovespa,brazil,10569.02,BRL
2002-12-08,bovespa,brazil,10338.75,BRL
2002-12-09,bovespa,brazil,10331.33,BRL
2002-12-10,bovespa,brazil,10613.62,BRL
2002-12-11,bovespa,brazil,10586.92,BRL
2002-12-12,bovespa,brazil,10564.35,BRL
2002-12-15,bovespa,brazil,10771.08,BRL
2002-12-16,bovespa,brazil,10832.56,BRL
2002-12-17,bovespa,brazil,10984.5,BRL
2002-12-18,bovespa,brazil,11207.5,BRL
2002-12-19,bovespa,brazil,11489.99,BRL
2002-12-22,bovespa,brazil,11470.15,BRL
2002-12-25,bovespa,brazil,11318.08,BRL
2002-12-26,bovespa,brazil,11234.49,BRL
2002-12-29,bovespa,brazil,11268.47,BRL
2003-01-01,bovespa,brazil,11602.98,BRL
2003-01-02,bovespa,brazil,11600.23,BRL
2003-01-05,bovespa,brazil,12019.7,BRL
2003-01-06,bovespa,brazil,11876.09,BRL
2003-01-07,bovespa,brazil,11785.54,BRL
2003-01-08,bovespa,brazil,11911.72,BRL
2003-01-09,bovespa,brazil,12242.92,BRL
2003-01-12,bovespa,brazil,12110.27,BRL
2003-01-13,bovespa,brazil,12174.66,BRL
2003-01-14,bovespa,brazil,11971.31,BRL
2003-01-15,bovespa,brazil,11951.93,BRL
2003-01-16,bovespa,brazil,11675.7,BRL
2003-01-19,bovespa,brazil,11648.38,BRL
2003-01-20,bovespa,brazil,11434.71,BRL
2003-01-21,bovespa,brazil,11142.48,BRL
2003-01-22,bovespa,brazil,11162.14,BRL
2003-01-23,bovespa,brazil,10783.65,BRL
2003-01-26,bovespa,brazil,10529.77,BRL
2003-01-27,bovespa,brazil,10516.84,BRL
2003-01-28,bovespa,brazil,10863.31,BRL
2003-01-29,bovespa,brazil,10750.79,BRL
2003-01-30,bovespa,brazil,10941.09,BRL
2003-02-02,bovespa,brazil,10910.01,BRL
2003-02-03,bovespa,brazil,10577.17,BRL
2003-02-04,bovespa,brazil,10591.81,BRL
2003-02-05,bovespa,brazil,10565.83,BRL
2003-02-06,bovespa,brazil,10380.59,BRL
2003-02-09,bovespa,brazil,10479.61,BRL
2003-02-10,bovespa,brazil,10509.42,BRL
2003-02-11,bovespa,brazil,10509.87,BRL
2003-02-12,bovespa,brazil,10107.77,BRL
2003-02-13,bovespa,brazil,10080.83,BRL
2003-02-16,bovespa,brazil,10188.99,BRL
2003-02-17,bovespa,brazil,10449.69,BRL
2003-02-18,bovespa,brazil,10251.86,BRL
2003-02-19,bovespa,brazil,10216.84,BRL
2003-02-20,bovespa,brazil,10330.87,BRL
2003-02-23,bovespa,brazil,10253.51,BRL
2003-02-24,bovespa,brazil,10191.93,BRL
2003-02-25,bovespa,brazil,9994.89,BRL
2003-02-26,bovespa,brazil,10150.0,BRL
2003-02-27,bovespa,brazil,10280.61,BRL
2003-03-04,bovespa,brazil,10305.52,BRL
2003-03-05,bovespa,brazil,10615.31,BRL
2003-03-06,bovespa,brazil,10723.79,BRL
2003-03-09,bovespa,brazil,10308.61,BRL
2003-03-10,bovespa,brazil,10339.68,BRL
2003-03-11,bovespa,brazil,10576.93,BRL
2003-03-12,bovespa,brazil,10783.04,BRL
2003-03-13,bovespa,brazil,10817.36,BRL
2003-03-16,bovespa,brazil,10874.75,BRL
2003-03-17,bovespa,brazil,11150.99,BRL
2003-03-18,bovespa,brazil,11006.39,BRL
2003-03-19,bovespa,brazil,11158.98,BRL
2003-03-20,bovespa,brazil,11377.42,BRL
2003-03-23,bovespa,brazil,11052.62,BRL
2003-03-24,bovespa,brazil,11232.26,BRL
2003-03-25,bovespa,brazil,11206.3,BRL
2003-03-26,bovespa,brazil,11233.48,BRL
2003-03-27,bovespa,brazil,11396.2,BRL
2003-03-30,bovespa,brazil,11273.63,BRL
2003-03-31,bovespa,brazil,11592.1,BRL
